id	title	description	link	image_link	availability	price	condition	brand	identifier_exists	product_type
p330	Coleira Pet Superman — M	Coleira licenciada do Superman, tamanho M, em material resistente com regulagem. O clássico que nunca sai de moda.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p330	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-175942616268deb67286423.jpg	in stock	114.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p331	Bandana Pet The Flash — G	Bandana licenciada do The Flash, tamanho G. Vai por cima da coleira e deixa o passeio com cara de super-herói.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p331	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-17619768416905a209471e8.png	in stock	68.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p332	Bandana Pet Hello Kitty Rosa	Bandana licenciada Hello Kitty na cor rosa, macia e fácil de prender na coleira. Sucesso garantido nas fotos.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p332	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-176698435469520aa23f75f.png	in stock	63.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p333	Bandana Pet Hello Kitty Clássica — G	Bandana licenciada Hello Kitty no modelo clássico, tamanho G. Tecido leve, não incomoda no pescoço.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p333	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-176111335468f8750a2ffaa.png	in stock	63.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p334	Peitoral com Guia para Gato Hello Kitty Black	Conjunto peitoral + guia licenciado Hello Kitty Black, feito para gatos: distribui a força no peito em vez do pescoço.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p334	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-176079899268f3a9103009b.jpg	in stock	247.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p335	Coleira Pet Meninas Superpoderosas Rosa — M	Coleira licenciada das Meninas Superpoderosas em rosa, tamanho M, com fivela resistente e regulagem.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p335	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-175942599768deb5cd5f557.png	in stock	93.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p336	Bandana Pet Meninas Superpoderosas — M	Bandana licenciada das Meninas Superpoderosas nas cores azul e verde, tamanho M. Prende na coleira em segundos.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p336	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-175942569168deb49b86ff4.jpg	in stock	68.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p337	Comedouro e Bebedouro de Melamina Mulher Maravilha	Vasilha de melamina licenciada da Mulher Maravilha, serve como comedouro ou bebedouro. Material firme, fácil de lavar e não absorve cheiro.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p337	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-175942796668debd7ee20b4.jpg	in stock	125.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p338	Saco de Dormir Pet Impermeável Téo	Saco de dormir pet com forro impermeável: o bicho entra, se enrola e dorme aquecido. Lavável e com secagem rápida.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p338	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738483669f0bd847d10e.jpg	in stock	66.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p339	Tapete Pet Soft Médio	Tapete pet soft tamanho médio, macio dos dois lados, para usar no chão, no sofá ou dentro da caixa de transporte.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p339	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738517569f0bed7573d6.jpg	in stock	49.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p340	Tapete Pet Impermeável Sasha	Tapete pet com base impermeável que segura líquido e não passa para o piso ou o estofado. Fácil de lavar na máquina.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p340	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738539169f0bfaf3f2f5.jpg	in stock	49.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p341	Colchonete Arranhador para Gatos Zoe	Colchonete arranhador para gatos: serve de cama e de lugar certo para afiar as unhas, poupando o sofá.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p341	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738450569f0bc3961ea3.jpg	in stock	56.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p342	Protetor de Banco Toddy Impermeável Grande	Protetor de banco de carro impermeável tamanho grande. Segura pelo, água e lama, e sai fácil para lavar.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p342	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738501869f0be3a62db4.jpg	in stock	86.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p343	Kit Protetor de Bancos de Carro Impermeável Plus	Kit completo de proteção impermeável para os bancos do carro. Solução de uma vez só para quem leva o pet junto sempre.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p343	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738474269f0bd26f206f.jpg	in stock	176.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p344	Kit Protetor de Banco Toddy + Colchonete Grande	Kit com protetor de banco impermeável e colchonete grande: o pet viaja confortável e o estofado fica intacto.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p344	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738466169f0bcd531d18.jpg	in stock	127.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p345	Protetor de Porta-Malas Simba Impermeável Grande	Protetor de porta-malas impermeável tamanho grande, ideal para cães maiores viajarem atrás sem sujar o carpete.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p345	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738529469f0bf4e71fb8.jpg	in stock	86.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p346	Peseira Pet Impermeável para Cama Solteiro	Peseira impermeável para cama de solteiro: o pet dorme no pé da cama e a roupa de cama continua limpa.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p346	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738486269f0bd9ea3a70.jpg	in stock	76.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p347	Kit Transporte Bolsa + Colchonete Impermeável	Kit de transporte com bolsa e colchonete impermeável, 2 em 1: leva o pet e vira caminha na chegada.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p347	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177738489769f0bdc1428df.jpg	in stock	156.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p348	Cortina Blackout Cortaluz 2 Metros	Cortina blackout de 2 metros em poliéster: corta a luz de fora e ajuda a segurar a temperatura do cômodo. Um dos itens mais bem avaliados do fornecedor.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p348	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-171889336366743b332592e.jpg	in stock	148.90 BRL	new	Achadinhos Brasil	no	Casa e Decoração
p349	Kit Coberdrom Soft 05 Peças Queen	Kit completo de cama Queen com 5 peças em tecido soft: coberdrom, lençol e fronhas. Nota máxima entre os clientes do fornecedor.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p349	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-174480995967ffafe7c2d3b.png	in stock	310.90 BRL	new	Achadinhos Brasil	no	Casa e Decoração
p350	Adesivos Antirrugas para o Rosto — 16 Peças	Cartela com 16 adesivos de silicone para aplicar à noite nas linhas de expressão. Campeão de avaliações na categoria de beleza.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p350	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-1770526661698817c5bcca0.webp	in stock	39.90 BRL	new	Achadinhos Brasil	no	Saúde e Beleza
p351	Adesivos Antirrugas para o Rosto — 9 Peças	Cartela com 9 adesivos antirrugas reutilizáveis, formatos variados para testa, olhos e boca. Lavável e reaproveitável.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p351	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-17327269396747509bb6704.jpg	in stock	65.90 BRL	new	Achadinhos Brasil	no	Saúde e Beleza
p352	Kit Truss Nutri Infusion — Shampoo e Condicionador 300ml	Kit profissional Truss Nutri Infusion com shampoo e condicionador de 300ml. Linha de nutrição para cabelos ressecados e quimicamente tratados.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p352	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-17526735946877ad3a7c44d.webp	in stock	240.90 BRL	new	Achadinhos Brasil	no	Saúde e Beleza
p353	Truss Shampoo Nutri Infusion 300ml	Shampoo profissional Truss Nutri Infusion 300ml, para quem quer entrar na linha sem levar o kit inteiro.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p353	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-17526737766877adf08e86c.webp	in stock	117.90 BRL	new	Achadinhos Brasil	no	Saúde e Beleza
p354	Tigela para Pet 26cm	Tigela de 26cm em cores sortidas, serve para ração ou água. Leve, fácil de lavar e um dos itens mais vendidos do fornecedor.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p354	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-177262453869a81a9a41b9b.webp	in stock	8.90 BRL	new	Achadinhos Brasil	no	Pet Shop
p355	Tampa Rolha a Vácuo para Vinho e Champanhe	Rolha com sistema de vácuo que veda a garrafa aberta e segura o gás do espumante por vários dias.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p355	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-172377459266beb680342e0.jpg	in stock	39.90 BRL	new	Achadinhos Brasil	no	Utensílios
p356	Película 3D de Vidro com Borda Preta para Apple Watch 49mm	Película 3D de vidro temperado com borda preta para Apple Watch de 49mm. Cobre a tela inteira e disfarça as bordas.	https://www.lojaachadinhosbrasil.com.br/produto.html?id=p356	https://empreender.nyc3.digitaloceanspaces.com/dropi/fornecedor/produto-1737494714679010ba7e640.jpg	in stock	28.90 BRL	new	Achadinhos Brasil	no	Eletrônicos
